Eastern Central US  (309,1332)  (364,1318)  (423,1327)  (308,1389)  (363,1375)  (418,1396)  (405,1457)  (345,1447)  (290,1451)  (239,1503)  (313,1510)  (259,1566)  (258,1628)  | overflowToLeft=false
89 Sea Zone  (6663,4230)  (6617,4275)  (6617,4229)  (6708,4276)  (6663,4184)  (6709,4184)  (6709,4230)  (6615,4183)  (6662,4321)  (6616,4321)  (6571,4275)  (6571,4229)  (6754,4276)  (6754,4322)  (6708,4322)  (6570,4322)  (6661,4138)  (6707,4138)  (6753,4138)  (6755,4184)  (6755,4230)  (6569,4183)  (6569,4137)  (6615,4137)  (6799,4094)  (6662,4367)  (6616,4367)  (6525,4276)  (6525,4230)  (6800,4276)  (6800,4322)  (6800,4368)  (6754,4368)  (6708,4368)  (6570,4368)  (6524,4368)  (6524,4322)  (6661,4092)  (6707,4092)  (6753,4092)  (6801,4140)  (6801,4186)  (6523,4184)  (6523,4138)  (6523,4092)  (6569,4091)  (6615,4091)  (6799,4048)  (6845,4048)  (6845,4094)  (6662,4413)  (6616,4413)  (6479,4276)  (6479,4230)  (6846,4232)  (6846,4278)  (6846,4324)  (6846,4370)  (6800,4414)  (6754,4414)  (6708,4414)  (6570,4414)  (6524,4414)  (6478,4414)  (6478,4368)  (6478,4322)  (6478,4046)  (6661,4046)  (6707,4046)  (6753,4046)  (6847,4140)  (6847,4186)  (6477,4184)  (6477,4138)  (6477,4092)  (6524,4045)  (6570,4045)  (6848,4416)  (6891,4006)  (6891,4052)  (6662,4459)  (6616,4459)  (6433,4276)  (6433,4230)  (6892,4232)  (6892,4278)  (6892,4324)  (6892,4370)  (6802,4460)  (6756,4460)  (6710,4460)  (6570,4460)  (6524,4460)  (6478,4460)  (6432,4460)  (6432,4414)  (6432,4368)  (6432,4322)  (6432,4046)  (6893,4098)  (6893,4144)  (6431,4184)  (6431,4138)  (6431,4092)  (6894,4416)  (6894,4462)  (6848,4462)  (6937,4006)  (6937,4052)  (6387,4276)  (6387,4230)  (6938,4190)  (6938,4236)  (6938,4282)  (6938,4328)  (6386,4491)  (6386,4445)  (6386,4399)  (6386,4353)  (6386,4046)  (6939,4098)  (6939,4144)  (6385,4184)  (6385,4138)  (6385,4092)  (6940,4374)  (6940,4420)  (6940,4466)  (6983,4006)  (6983,4052)  (6341,4307)  (6341,4261)  (6984,4190)  (6984,4236)  (6984,4282)  (6984,4328)  (6340,4491)  (6340,4445)  (6340,4399)  (6340,4353)  (6340,4046)  (6985,4098)  (6985,4144)  (6339,4215)  (6339,4169)  (6339,4123)  (6986,4374)  (6986,4420)  (6986,4466)  (7029,4006)  (7029,4052)  (6295,4307)  (6295,4261)  (7030,4190)  (7030,4236)  (7030,4282)  (7030,4328)  (6294,4491)  (6294,4445)  (6294,4399)  (6294,4353)  (6294,4077)  (6294,4031)  (7031,4098)  (7031,4144)  (6293,4215)  (6293,4169)  (6293,4123)  (7032,4374)  (7032,4420)  (7032,4466)  (7075,4006)  (7075,4052)  (6249,4307)  (6249,4261)  (7076,4190)  (7076,4236)  (7076,4282)  (7076,4328)  (6248,4491)  (6248,4445)  (6248,4399)  (6248,4353)  (6248,4077)  (6248,4031)  (7077,4098)  (7077,4144)  (6247,4215)  (6247,4169)  (6247,4123)  (7078,4374)  (7078,4420)  (7078,4466)  (7121,4006)  (7121,4052)  (6203,4307)  (6203,4261)  (7122,4190)  (7122,4236)  (7122,4282)  (7122,4328)  (6202,4491)  (6202,4445)  (6202,4399)  (6202,4353)  (6202,4077)  (6202,4031)  (7123,4098)  (7123,4144)  (6201,4215)  (6201,4169)  (6201,4123)  (7124,4374)  (7124,4420)  (7124,4466)  (7167,4006)  (7167,4052)  (6157,4307)  (6157,4261)  (7168,4190)  (7168,4236)  (7168,4282)  (7168,4328)  (6156,4491)  (6156,4445)  (6156,4399)  (6156,4353)  (6156,4077)  (6156,4031)  (7169,4098)  (7169,4144)  (6155,4215)  (6155,4169)  (6155,4123)  (7170,4374)  (7170,4420)  (7170,4466)  | overflowToLeft=false
158 Sea Zone  (9917,4575)  (9871,4620)  (9871,4574)  (9962,4621)  (9917,4529)  (9963,4529)  (9963,4575)  (9869,4528)  (9916,4666)  (9870,4666)  (9825,4620)  (9825,4574)  (10008,4621)  (10008,4667)  (9962,4667)  (9824,4667)  (9915,4483)  (9961,4483)  (10007,4483)  (10009,4529)  (10009,4575)  (9823,4528)  (9823,4482)  (9869,4482)  (10053,4445)  (9916,4712)  (9870,4712)  (9779,4621)  (9779,4575)  (10054,4621)  (10054,4667)  (10054,4713)  (10008,4713)  (9962,4713)  (9824,4713)  (9778,4713)  (9778,4667)  (10055,4491)  (10055,4537)  (9777,4529)  (9777,4483)  (10099,4445)  (9733,4621)  (9733,4575)  (10100,4583)  (10100,4629)  (10100,4675)  (10100,4721)  (9732,4754)  (9732,4708)  (10101,4491)  (10101,4537)  (9731,4529)  (9731,4483)  (10145,4445)  (10146,4583)  (10146,4629)  (10146,4675)  (10146,4721)  (10147,4491)  (10147,4537)  (10191,4445)  (10192,4583)  (10192,4629)  (10192,4675)  (10192,4721)  (10193,4491)  (10193,4537)  (10237,4445)  (10238,4583)  (10238,4629)  (10238,4675)  (10238,4721)  (10239,4491)  (10239,4537)  (10283,4445)  (10284,4583)  (10284,4629)  (10284,4675)  (10284,4721)  (10285,4491)  (10285,4537)  (10329,4445)  (10330,4583)  (10330,4629)  (10330,4675)  (10330,4721)  (10331,4491)  (10331,4537)  (10375,4445)  (10376,4583)  (10376,4629)  (10376,4675)  (10376,4721)  (10377,4491)  (10377,4537)  | overflowToLeft=false
Northern Spain  (2246,1601)  (2293,1641)  (2347,1614)  (2351,1671)  (2408,1613)  (2411,1673)  (2470,1615)  (2470,1669)  (2530,1646)  (2581,1658)  (2635,1666)  (2592,1716)  (2195,1629)  (2300,1705)  | overflowToLeft=false
43 Sea Zone  (2522,2040)  (2476,2085)  (2476,2039)  (2567,2086)  (2522,1994)  (2568,1994)  (2568,2040)  (2430,2097)  (2430,2051)  (2549,1948)  (2595,1948)  (2614,1994)  (2614,2040)  (2641,1921)  (2589,1902)  | overflowToLeft=false
Kweichow  (6650,2151)  (6697,2150)  (6744,2151)  (6790,2153)  (6698,2198)  (6744,2199)  (6648,2197)  (6792,2199)  (6837,2197)  (6889,2191)  (6839,2150)  (6778,2102)  | overflowToLeft=false
Sicily  (3162,1945)  (3208,1945)  (3252,1939)  (3257,1991)  | overflowToLeft=true
Tsinghai  (5949,1714)  (6006,1713)  (6062,1714)  (6120,1699)  (6153,1748)  (6096,1770)  (6041,1771)  (5980,1773)  (5919,1775)  (5898,1837)  (5963,1834)  (6029,1831)  (6091,1830)  (6145,1824)  (5955,1894)  (6023,1888)  (6090,1888)  (6150,1885)  (6207,1872)  (6008,1947)  (6070,1946)  (5844,1879)  | overflowToLeft=false
Azores  (1650,1859)  (1693,1859)  (1756,1812)  (1638,1815)  | overflowToLeft=true
Northern US  (10414,1094)  (10384,1048)  (10414,1140)  (10368,1140)  (10368,1094)  (10338,1048)  (10338,1002)  (10384,1002)  (10414,1186)  (10368,1186)  (10322,1186)  (10322,1140)  (10322,1094)  (10292,1048)  (10292,1002)  (10276,1198)  (10276,1152)  (10276,1106)  (10246,1060)  (10246,1014)  (10200,1084)  (10200,1038)  (10200,992)  (10154,1080)  (10154,1034)  (10154,988)  (10108,1013)  (86,1042)  (57,1088)  (52,1152)  (50,1198)  (40,1042)  (11,1106)  (6,1152)  (4,1198)  (2,996)  | overflowToLeft=false
Rocky Mountains  (10064,1249)  (10018,1294)  (10018,1248)  (10096,1295)  (10064,1203)  (10110,1203)  (10016,1202)  (10050,1340)  (9972,1279)  (10062,1157)  (10108,1157)  (10154,1157)  (10004,1385)  (10073,1386)  (10027,1431)  (10008,1057)  (9990,1011)  (9955,965)  (10001,965)  (9999,862)  (9953,823)  (9934,773)  (9905,727)  (9866,681)  (9829,635)  (9793,574)  (9780,528)  (9734,495)  (9780,482)  (9703,449)  (9749,436)  (9795,436)  (9652,422)  (9698,403)  (9744,390)  (9605,381)  (9651,376)  (9555,338)  (9601,335)  (9647,330)  (9509,303)  (9555,292)  (9463,271)  (9335,265)  (9381,265)  (9249,262)  (9509,257)  (9427,225)  (9295,219)  (9341,219)  (9473,211)  | overflowToLeft=false
Gibraltar  (2297,2008)  (2342,2014)  (2391,1990)  (2342,1967)  | overflowToLeft=true
Cyprus  (4063,2020)  (4019,2043)  | overflowToLeft=false
35 Sea Zone  (190,2064)  (144,2109)  (144,2063)  (235,2110)  (190,2018)  (236,2018)  (236,2064)  (142,2017)  (148,2155)  (102,2155)  (98,2109)  (98,2063)  (281,2110)  (282,1994)  (282,2040)  (96,2017)  (130,1971)  (176,1971)  (56,2191)  (148,2201)  (102,2201)  (52,2145)  (52,2099)  (327,2086)  (327,2132)  (328,2007)  (373,2119)  | overflowToLeft=false
145 Sea Zone  (8741,3619)  (8741,3571)  (8741,3665)  (8788,3620)  (8790,3569)  (8692,3558)  (8838,3556)  (8836,3608)  (8687,3667)  (8633,3663)  (8581,3664)  (8550,3614)  (8528,3663)  (8500,3617)  (8480,3663)  (8428,3645)  (8790,3666)  (8839,3667)  | overflowToLeft=false
44 Sea Zone  (2724,1785)  (2678,1830)  (2678,1784)  (2769,1831)  (2724,1739)  (2770,1739)  (2770,1785)  (2676,1738)  (2632,1845)  (2632,1799)  (2815,1831)  (2728,1693)  (2774,1693)  (2816,1739)  (2816,1785)  (2820,1689)  (2586,1840)  (2861,1831)  (2740,1647)  (2862,1735)  (2862,1781)  (2786,1643)  (2832,1643)  (2866,1689)  (2907,1827)  (2908,1766)  | overflowToLeft=false
Smolensk  (4105,904)  (4151,904)  (4198,904)  (4059,902)  (4105,859)  (4106,949)  (4150,948)  (4195,947)  (4056,857)  (4066,812)  (4013,842)  (4120,993)  (4151,859)  (4199,860)  (4165,994)  | overflowToLeft=false
Southern Britain  (2326,998)  (2370,996)  (2415,997)  (2370,1042)  (2325,1042)  (2416,1043)  (2461,1042)  (2296,1084)  (2273,1037)  (2335,951)  (2336,903)  (2508,1064)  (2554,1064)  (2610,1052)  (2229,938)  (2248,1085)  (2203,1084)  (2162,1098)  | overflowToLeft=true
72 Sea Zone  (4306,2791)  (4339,2836)  (4292,2837)  (4270,2746)  (4271,2698)  (4223,2694)  (4318,2884)  (4252,2648)  (4201,2645)  (4224,2597)  (4176,2597)  (4154,2546)  (4205,2547)  (4362,2912)  (4377,2960)  (4424,2963)  (4424,3007)  (4469,3031)  | overflowToLeft=false
Rome  (3161,1641)  (3206,1641)  (3160,1684)  (3206,1684)  (3249,1682)  (3292,1681)  (3116,1644)  (3229,1727)  (3173,1596)  (3129,1596)  (3084,1599)  | overflowToLeft=true
Bombay  (5270,2613)  (5324,2605)  (5329,2662)  (5341,2718)  (5391,2593)  (5393,2650)  (5457,2592)  (5518,2605)  (5458,2653)  (5512,2671)  (5452,2710)  (5512,2729)  (5457,2770)  (5452,2827)  | overflowToLeft=false
Tokyo  (8087,1661)  (8133,1661)  (8041,1662)  (8078,1707)  (8123,1705)  (8172,1699)  (8044,1615)  (8089,1616)  (8135,1614)  | overflowToLeft=false
63 Sea Zone  (1382,3124)  (1336,3169)  (1336,3123)  (1427,3170)  (1382,3078)  (1428,3078)  (1428,3124)  (1334,3077)  (1381,3215)  (1290,3145)  (1473,3170)  (1473,3216)  (1427,3216)  (1380,3032)  (1426,3032)  (1472,3032)  (1474,3078)  (1474,3124)  (1288,3099)  (1288,3053)  (1334,3031)  (1264,3007)  (1518,2988)  (1244,3145)  (1519,3170)  (1519,3216)  (1519,3262)  (1473,3262)  (1520,3034)  (1520,3080)  (1242,3099)  (1242,3053)  (1218,3007)  (1564,2987)  (1565,3126)  (1565,3172)  (1565,3218)  (1565,3264)  (1566,3033)  (1566,3079)  (1196,3129)  (1196,3083)  (1172,3037)  (1172,2991)  (1610,2987)  (1611,3125)  (1611,3171)  (1611,3217)  (1611,3263)  (1612,3033)  (1612,3079)  (1656,2987)  (1657,3125)  (1657,3171)  (1657,3217)  (1657,3263)  (1658,3033)  (1658,3079)  | overflowToLeft=false
112 Sea Zone  (9631,1344)  (9585,1389)  (9585,1343)  (9664,1390)  (9631,1298)  (9583,1297)  (9618,1435)  (9676,1436)  (9629,1252)  (9579,1251)  (9675,1227)  (9625,1206)  (9671,1181)  (9687,1135)  | overflowToLeft=false
Abyssinia  (4364,3236)  (4317,3235)  (4414,3235)  (4363,3186)  (4364,3285)  (4416,3188)  (4315,3284)  (4309,3184)  (4415,3281)  (4364,3336)  (4418,3332)  (4466,3279)  (4466,3232)  (4465,3186)  (4413,3130)  (4363,3134)  (4310,3132)  (4261,3137)  (4259,3189)  (4257,3242)  (4263,3291)  (4307,3336)  (4257,3341)  (4204,3336)  (4204,3282)  (4207,3230)  (4208,3173)  (4269,3077)  (4322,3074)  (4370,3077)  (4287,3027)  (4348,3029)  (4470,3133)  (4515,3263)  (4470,3331)  (4267,3385)  (4328,3391)  (4394,3387)  (4449,3379)  (4509,3389)  (4519,3326)  (4571,3295)  (4570,3351)  (4623,3321)  | overflowToLeft=false
Tripolitania  (3148,2297)  (3194,2297)  (3148,2341)  (3194,2343)  (3243,2297)  (3239,2342)  (3101,2339)  (3195,2389)  (3148,2387)  (3240,2388)  (3102,2385)  (3288,2352)  (3285,2397)  (3285,2442)  (3240,2436)  (3193,2436)  (3142,2435)  (3096,2434)  (3213,2482)  (3256,2486)  (3300,2495)  (3165,2480)  (3118,2483)  (3074,2514)  | overflowToLeft=true
16 Sea Zone  (9339,962)  (9293,1007)  (9293,961)  (9384,1008)  (9339,916)  (9385,916)  (9385,962)  (9291,915)  (9338,1053)  (9292,1053)  (9247,1007)  (9247,961)  (9430,1008)  (9430,1054)  (9384,1054)  (9246,1054)  (9337,870)  (9383,870)  (9429,870)  (9431,916)  (9431,962)  (9245,915)  (9245,869)  (9291,869)  (9338,1099)  (9292,1099)  (9201,1008)  (9201,962)  (9452,1100)  (9406,1100)  (9246,1100)  (9200,1100)  (9200,1054)  (9337,824)  (9383,824)  (9429,824)  (9199,916)  (9199,870)  (9199,824)  (9245,823)  (9291,823)  (9360,1145)  (9314,1145)  (9452,1146)  (9406,1146)  (9360,1191)  (9314,1191)  (9452,1192)  (9406,1192)  | overflowToLeft=false
5 Sea Zone  (1195,2216)  (1149,2261)  (1149,2215)  (1240,2262)  (1195,2170)  (1241,2170)  (1241,2216)  (1147,2169)  (1194,2307)  (1148,2307)  (1103,2261)  (1103,2215)  (1286,2262)  (1286,2308)  (1240,2308)  (1102,2308)  (1193,2124)  (1239,2124)  (1285,2124)  (1287,2170)  (1287,2216)  (1101,2169)  (1101,2123)  (1147,2123)  (1331,2080)  (1194,2353)  (1148,2353)  (1057,2262)  (1057,2216)  (1332,2262)  (1332,2308)  (1332,2354)  (1286,2354)  (1240,2354)  (1102,2354)  (1056,2354)  (1056,2308)  (1193,2078)  (1239,2078)  (1285,2078)  (1333,2126)  (1333,2172)  (1055,2170)  (1127,2077)  (1331,2034)  (1173,2032)  (1219,2032)  (1265,2032)  | overflowToLeft=false
Chahar  (6798,1238)  (6851,1265)  (6871,1210)  (6939,1166)  (7005,1158)  (6924,1224)  (6977,1220)  (6909,1280)  (6972,1281)  (6905,1341)  (6961,1339)  (6945,1393)  (6993,1446)  (6996,1393)  | overflowToLeft=false
Caspian Sea  (4741,1327)  (4679,1392)  (4654,1466)  (4700,1534)  (4754,1604)  (4822,1640)  (4772,1696)  (4774,1778)  (4798,1861)  (4859,1807)  | overflowToLeft=false
126 Sea Zone  (8308,2763)  (8262,2808)  (8262,2762)  (8353,2809)  (8308,2717)  (8354,2717)  (8354,2763)  (8260,2716)  (8307,2854)  (8261,2854)  (8216,2808)  (8216,2762)  (8399,2809)  (8399,2855)  (8353,2855)  (8215,2855)  (8306,2671)  (8352,2671)  (8398,2671)  (8400,2717)  (8400,2763)  (8214,2716)  (8214,2670)  (8260,2670)  (8444,2627)  (8170,2809)  (8170,2763)  (8445,2809)  (8445,2855)  (8169,2890)  (8306,2625)  (8352,2625)  (8398,2625)  (8446,2673)  (8446,2719)  (8168,2717)  (8168,2671)  (8168,2625)  (8214,2624)  (8260,2624)  (8490,2618)  (8124,2844)  (8124,2798)  (8491,2765)  (8491,2811)  (8491,2857)  (8123,2890)  (8492,2664)  (8492,2710)  (8122,2752)  (8122,2706)  (8122,2660)  (8536,2618)  (8078,2844)  (8078,2798)  (8537,2756)  (8537,2802)  (8537,2848)  (8077,2890)  (8538,2664)  (8538,2710)  (8076,2752)  (8076,2706)  (8076,2660)  (8032,2844)  (8032,2798)  (8031,2890)  (8030,2752)  (8030,2706)  (8030,2660)  | overflowToLeft=false
69 Sea Zone  (2581,3559)  (2535,3604)  (2535,3558)  (2626,3605)  (2581,3513)  (2627,3513)  (2627,3559)  (2533,3512)  (2580,3650)  (2534,3650)  (2489,3604)  (2489,3558)  (2672,3605)  (2672,3651)  (2626,3651)  (2488,3651)  (2579,3467)  (2625,3467)  (2671,3467)  (2673,3513)  (2673,3559)  (2487,3512)  (2487,3466)  (2533,3466)  (2717,3423)  (2580,3696)  (2534,3696)  (2443,3605)  (2443,3559)  (2718,3605)  (2718,3651)  (2718,3697)  (2672,3697)  (2626,3697)  (2488,3697)  (2442,3697)  (2442,3651)  (2579,3421)  (2625,3421)  (2671,3421)  (2719,3469)  (2719,3515)  (2441,3513)  (2441,3467)  (2441,3421)  (2487,3420)  (2533,3420)  (2717,3377)  (2763,3377)  (2763,3423)  (2764,3561)  (2764,3607)  (2764,3653)  (2764,3699)  (2765,3469)  (2765,3515)  (2809,3379)  (2810,3561)  (2810,3607)  (2810,3653)  (2810,3699)  (2811,3425)  (2811,3471)  (2856,3517)  (2856,3563)  (2856,3609)  (2856,3655)  (2856,3701)  (2857,3431)  (2902,3477)  (2902,3523)  (2902,3569)  (2902,3615)  (2902,3661)  (2902,3707)  (2912,3431)  (2948,3477)  (2948,3523)  (2948,3569)  (2948,3615)  (2948,3661)  (2948,3707)  (2958,3429)  (2994,3475)  (2994,3521)  (2994,3567)  (2994,3613)  (2994,3659)  (2994,3705)  (3040,3640)  (3040,3686)  (3086,3706)  | overflowToLeft=false
Kenya Uganda  (4027,3475)  (4081,3469)  (4140,3465)  (4194,3438)  (4250,3451)  (4307,3473)  (4363,3485)  (4417,3472)  (4416,3529)  (4406,3587)  (4357,3540)  (4301,3526)  (4247,3509)  (4195,3495)  (4141,3523)  (4075,3526)  (4196,3558)  (4254,3583)  (4315,3592)  (4334,3646)  (4270,3648)  (4201,3615)  (4317,3696)  | overflowToLeft=false
Voronezh  (4267,1093)  (4313,1093)  (4220,1093)  (4173,1093)  (4360,1094)  (4267,1048)  (4217,1048)  (4167,1048)  (4282,1138)  (4327,1139)  (4372,1139)  (4314,1047)  (4355,1183)  (4399,1187)  | overflowToLeft=false
French Guyana  (950,2920)  (960,2969)  | overflowToLeft=false
Labrador  (1363,651)  (1317,638)  (1261,570)  (1233,615)  (1272,665)  (1186,646)  (1138,645)  (1187,599)  (1136,597)  (1210,553)  (1162,524)  (1180,476)  (1138,427)  | overflowToLeft=false
154 Sea Zone  (9912,4002)  (9866,4047)  (9866,4001)  (9957,4048)  (9912,3956)  (9958,3956)  (9958,4002)  (9864,3955)  (9911,4093)  (9865,4093)  (9820,4047)  (9820,4001)  (10003,4048)  (10003,4094)  (9957,4094)  (9819,4094)  (9910,3910)  (9956,3910)  (10002,3910)  (10004,3956)  (10004,4002)  (9818,3955)  (9818,3909)  (9864,3909)  (10048,3866)  (9911,4139)  (9865,4139)  (9774,4048)  (9774,4002)  (10049,4048)  (10049,4094)  (10049,4140)  (10003,4140)  (9957,4140)  (9819,4140)  (9773,4140)  (9773,4094)  (9910,3864)  (9956,3864)  (10002,3864)  (10050,3912)  (10050,3958)  (9772,3956)  (9772,3910)  (9772,3864)  (9818,3863)  (9864,3863)  (10094,3855)  (9911,4185)  (9865,4185)  (9728,4048)  (9728,4002)  (10095,4004)  (10095,4050)  (10095,4096)  (10095,4142)  (10049,4186)  (10003,4186)  (9957,4186)  (9819,4186)  (9773,4186)  (9727,4186)  (9727,4140)  (9727,4094)  (10096,3901)  (10096,3947)  (9726,3956)  (9726,3910)  (9726,3864)  (10097,4188)  (9911,4231)  (9865,4231)  (10051,4232)  (10005,4232)  (9959,4232)  (9819,4232)  (9773,4232)  (9727,4232)  (10113,4234)  (9913,4277)  (9867,4277)  (10067,4278)  (10021,4278)  (9975,4278)  (9821,4278)  (9775,4278)  (9729,4278)  (10113,4280)  (9929,4323)  (9883,4323)  (10067,4324)  (10021,4324)  (9975,4324)  (9837,4324)  (9791,4324)  (9745,4324)  (10113,4326)  (9929,4369)  (9883,4369)  (10067,4370)  (10021,4370)  (9975,4370)  (9837,4370)  (9791,4370)  (9745,4370)  (10113,4372)  | overflowToLeft=false
Shansi  (6915,1546)  (6966,1528)  (6971,1585)  (6915,1598)  (6903,1655)  (6957,1654)  (7011,1641)  (6929,1710)  (6988,1709)  (7041,1699)  (7102,1682)  | overflowToLeft=false
Eastern Madras  (5734,2666)  (5788,2673)  (5688,2730)  (5743,2739)  (5803,2736)  (5694,2801)  (5756,2796)  (5824,2808)  (5683,2862)  (5744,2856)  (5812,2868)  (5704,2923)  (5768,2921)  (5715,2988)  (5725,3078)  | overflowToLeft=false
Columbia  (341,2763)  (312,2825)  (369,2844)  (432,2864)  (492,2905)  (312,2897)  (373,2916)  (435,2938)  (491,2973)  (417,3002)  (364,2976)  (306,2966)  (268,3022)  (331,3043)  (396,3076)  (400,3143)  | overflowToLeft=false
Okinawa  (7851,2118)  | overflowToLeft=false
Afghanistan  (5191,1939)  (5151,1993)  (5209,1996)  (5284,2015)  (5134,2056)  (5199,2061)  (5261,2077)  (5141,2117)  (5197,2126)  (5252,2136)  (5130,2177)  (5189,2187)  (5249,2198)  (5116,2234)  (5183,2247)  (5235,2249)  (5147,2299)  (5201,2299)  (5204,2357)  | overflowToLeft=false
Rangoon  (6420,2829)  (6464,2829)  (6508,2829)  (6494,2785)  (6449,2783)  (6404,2784)  (6438,2739)  (6393,2740)  (6348,2726)  (6348,2678)  (6301,2686)  (6509,2873)  (6462,2874)  (6417,2873)  (6470,2918)  (6422,2918)  | overflowToLeft=true
Scotland  (2313,599)  (2360,598)  (2266,600)  (2311,648)  (2310,550)  (2355,549)  (2264,551)  (2357,646)  (2262,647)  (2284,693)  (2329,691)  (2375,690)  (2405,583)  (2454,563)  (2341,501)  (2294,503)  (2306,736)  (2259,739)  | overflowToLeft=true
113 Sea Zone  (9783,2214)  (9828,2260)  (9782,2260)  (9756,2168)  (9802,2168)  (9829,2214)  (9848,2149)  (9874,2260)  (9874,2306)  (9828,2306)  (9782,2306)  (9756,2122)  (9802,2122)  (9875,2195)  (9848,2103)  (9894,2103)  (9894,2149)  (9920,2241)  (9920,2287)  (9920,2333)  (9874,2352)  (9828,2352)  (9782,2352)  (9756,2076)  (9802,2076)  (9921,2195)  (9848,2057)  (9894,2057)  (9940,2069)  (9940,2115)  (9947,2379)  (9966,2241)  (9966,2287)  (9966,2333)  (9901,2398)  (9855,2398)  (9809,2398)  (9763,2398)  (9756,2030)  (9802,2030)  (9967,2161)  (9993,2379)  (9993,2425)  (9947,2425)  (10012,2208)  (10012,2254)  (10012,2300)  (9901,2444)  (9855,2444)  (9809,2444)  (9763,2444)  (10039,2346)  (10039,2392)  (10039,2438)  (9993,2471)  (9947,2471)  | overflowToLeft=false
88 Sea Zone  (6365,3678)  (6319,3723)  (6319,3677)  (6410,3724)  (6365,3632)  (6411,3632)  (6411,3678)  (6317,3631)  (6364,3769)  (6318,3769)  (6273,3723)  (6273,3677)  (6456,3724)  (6456,3770)  (6410,3770)  (6272,3770)  (6363,3586)  (6409,3586)  (6455,3586)  (6457,3632)  (6457,3678)  (6271,3631)  (6271,3585)  (6317,3585)  (6501,3542)  (6364,3815)  (6318,3815)  (6227,3724)  (6227,3678)  (6502,3724)  (6502,3770)  (6502,3816)  (6456,3816)  (6410,3816)  (6272,3816)  (6226,3816)  (6226,3770)  (6363,3540)  (6409,3540)  (6455,3540)  (6503,3588)  (6503,3634)  (6225,3632)  (6225,3586)  (6225,3540)  (6271,3539)  (6317,3539)  (6364,3861)  (6318,3861)  (6181,3724)  (6181,3678)  (6548,3680)  (6548,3726)  (6548,3772)  (6548,3818)  (6502,3862)  (6456,3862)  (6410,3862)  (6272,3862)  (6226,3862)  (6180,3862)  (6180,3816)  (6180,3770)  (6549,3574)  (6549,3620)  (6179,3632)  (6179,3586)  (6179,3540)  (6550,3864)  (6364,3907)  (6318,3907)  (6594,3666)  (6594,3712)  (6594,3758)  (6594,3804)  (6504,3908)  (6458,3908)  (6412,3908)  (6272,3908)  (6226,3908)  (6180,3908)  (6595,3547)  (6595,3593)  (6596,3850)  (6596,3896)  (6550,3910)  (6628,3942)  (6366,3953)  (6320,3953)  (6640,3639)  (6640,3685)  (6640,3731)  (6640,3777)  (6504,3954)  (6458,3954)  (6412,3954)  (6274,3954)  (6228,3954)  (6182,3954)  (6642,3823)  (6642,3869)  (6582,3956)  (6674,3915)  (6686,3673)  (6686,3719)  (6686,3765)  (6688,3811)  (6688,3857)  (6720,3903)  (6720,3949)  (6732,3708)  (6732,3754)  (6734,3800)  (6734,3846)  (6766,3892)  (6766,3938)  (6778,3743)  (6780,3789)  (6780,3835)  (6812,3881)  (6812,3927)  (6826,3746)  (6826,3792)  | overflowToLeft=false
Hainan  (7068,2592)  (7064,2642)  | overflowToLeft=false
141 Sea Zone  (10277,3568)  (10231,3613)  (10231,3567)  (10322,3614)  (10277,3522)  (10323,3522)  (10323,3568)  (10229,3521)  (10276,3659)  (10230,3659)  (10185,3613)  (10185,3567)  (10368,3614)  (10368,3660)  (10322,3660)  (10184,3660)  (10275,3476)  (10321,3476)  (10367,3476)  (10369,3522)  (10369,3568)  (10183,3521)  (10183,3475)  (10229,3475)  (10413,3432)  (10276,3705)  (10230,3705)  (10414,3614)  (10414,3660)  (10414,3706)  (10368,3706)  (10322,3706)  (10184,3706)  (10275,3430)  (10321,3430)  (10367,3430)  (10158,3429)  (10204,3429)  | overflowToLeft=false
Low Countries  (2858,977)  (2858,1022)  (2812,1022)  (2860,1066)  (2835,1116)  (2814,1068)  (2767,1081)  | overflowToLeft=true
Northern Manchuria  (6968,899)  (7029,899)  (7092,905)  (6998,960)  (7056,965)  (7119,965)  (7182,967)  (7012,1023)  (6926,1083)  (6990,1076)  (7059,1087)  (7077,1025)  (7137,1025)  (7118,1088)  (7202,1028)  (7183,1085)  (7239,1103)  (7258,1034)  (7320,1069)  (7306,1127)  (7374,1133)  (7409,1083)  | overflowToLeft=false
129 Sea Zone  (7823,3125)  (7777,3170)  (7777,3124)  (7868,3171)  (7823,3079)  (7869,3079)  (7869,3125)  (7777,3038)  (7822,3216)  (7776,3216)  (7731,3170)  (7914,3171)  (7914,3217)  (7868,3217)  (7730,3217)  (7823,3033)  (7869,3033)  (7915,3033)  (7915,3079)  (7915,3125)  (7748,2992)  (7685,3171)  (7960,3171)  (7960,3217)  (7684,3223)  (7794,2987)  (7840,2987)  (7886,2987)  (7932,2987)  (7961,3033)  (7961,3079)  (7961,3125)  (7978,2986)  (7639,3177)  (7638,3223)  (7620,3131)  (7593,3177)  (7592,3223)  (7547,3177)  (7546,3223)  | overflowToLeft=false
138 Sea Zone  (65,3069)  (19,3114)  (19,3068)  (110,3115)  (65,3023)  (111,3023)  (111,3069)  (17,3022)  (64,3160)  (18,3160)  (115,3161)  (63,2977)  (109,2977)  (155,2977)  (157,3023)  (0,2976)  (201,2933)  (69,3206)  (23,3206)  (122,3207)  (46,2931)  (92,2931)  (138,2931)  (0,2930)  (76,3252)  (30,3252)  | overflowToLeft=false
